Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
Suhr,5034,0,Suhr,4012,AG,648141.808967908,247124.135004527,de
Unterentfelden,5035,0,Unterentfelden,4013,AG,645297.423266124,246711.016251561,de
Baden,5400,0,Baden,4021,AG,665610.92159915,258347.209393443,de
Baden,5404,0,Baden,4021,AG,663318.558071892,256307.460726572,de
Dättwil AG,5405,2,Baden,4021,AG,663893.750242827,256307.146099424,de
Rütihof,5406,2,Baden,4021,AG,662586.474355637,254696.387635708,de
Bellikon,5454,0,Bellikon,4022,AG,668462.978494738,249326.209531379,de
Widen,8967,0,Bellikon,4022,AG,669231.432600721,247756.014521403,de
Bergdietikon,8962,0,Bergdietikon,4023,AG,671101.549077483,249307.507602247,de
Widen,8967,0,Bergdietikon,4023,AG,669921.667830653,248626.628987906,de
Rütihof,5406,2,Birmenstorf (AG),4024,AG,662024.82341884,254450.13245217,de
Birmenstorf AG,5413,0,Birmenstorf (AG),4024,AG,661079.896033217,257102.418031722,de
Ennetbaden,5408,0,Ennetbaden,4026,AG,666732.84957027,259241.431165247,de
Dättwil AG,5405,2,Fislisbach,4027,AG,664626.432048718,255314.285760422,de
Fislisbach,5442,0,Fislisbach,4027,AG,664739.531123979,254603.368244108,de
Freienwil,5423,0,Freienwil,4028,AG,666889.101532937,261698.312625181,de
Gebenstorf,5412,0,Gebenstorf,4029,AG,660414.403406472,259184.596823476,de
Vogelsang AG,5412,1,Gebenstorf,4029,AG,660393.247490998,260791.946924454,de
Killwangen,8956,0,Killwangen,4030,AG,668657.846008474,253943.451240606,de
Künten,5444,0,Künten,4031,AG,667064.880079819,249207.295573176,de
Mägenwil,5506,0,Mägenwil,4032,AG,660004.688758638,251294.414564166,de
Mellingen,5507,0,Mellingen,4033,AG,663596.839443876,252273.447361901,de
Neuenhof,5432,0,Neuenhof,4034,AG,666752.336979438,255367.03987466,de
Niederrohrdorf,5443,0,Niederrohrdorf,4035,AG,664821.226790114,252911.922928123,de
Oberrohrdorf,5452,0,Oberrohrdorf,4037,AG,666653.694236785,252811.291791671,de
Nussbaumen AG,5415,0,Obersiggenthal,4038,AG,664123.880180739,260165.62730783,de
Hertenstein AG,5415,1,Obersiggenthal,4038,AG,665875.046944569,260004.170162635,de
Rieden AG,5415,2,Obersiggenthal,4038,AG,665225.378683034,259603.666049775,de
Kirchdorf AG,5416,0,Obersiggenthal,4038,AG,662952.754071286,261016.221267031,de
Remetschwil,5453,0,Remetschwil,4039,AG,667027.80705595,251212.58819615,de
Dietikon,8953,0,Spreitenbach,4040,AG,671198.609858039,250878.004386996,de
Spreitenbach,8957,0,Spreitenbach,4040,AG,669952.195985511,252195.534881577,de
Stetten AG,5608,0,Stetten (AG),4041,AG,665472.029638797,250223.025234813,de
Turgi,5300,0,Turgi,4042,AG,661422.472499571,260314.964411375,de
Turgi,5300,0,Untersiggenthal,4044,AG,661072.299765415,261032.191756149,de
Siggenthal Station,5301,0,Untersiggenthal,4044,AG,660209.409670923,263026.350164464,de
Kirchdorf AG,5416,0,Untersiggenthal,4044,AG,662695.208853883,261507.429117606,de
Untersiggenthal,5417,0,Untersiggenthal,4044,AG,661872.241315997,261938.804152739,de
Wettingen,5430,0,Wettingen,4045,AG,667236.509940966,257830.104003482,de
Mägenwil,5506,0,Wohlenschwil,4046,AG,660515.190382831,252384.504281155,de
Wohlenschwil,5512,0,Wohlenschwil,4046,AG,661740.340391346,251607.450933921,de
Würenlingen,5303,0,Würenlingen,4047,AG,661748.529129672,264711.271073649,de
Wettingen,5430,0,Würenlos,4048,AG,668028.613530853,255526.006507449,de
Würenlos,5436,0,Würenlos,4048,AG,669863.255676743,255078.048572179,de
Kloster Fahr,8109,0,Würenlos,4048,AG,675507.995729825,251309.978174284,de
Ehrendingen,5420,0,Ehrendingen,4049,AG,668078.606012066,261120.381666567,de
Arni AG,8905,3,Arni (AG),4061,AG,674217.281897901,241316.786264424,de
Rudolfstetten,8964,0,Berikon,4062,AG,671687.204370347,245739.216106222,de
Berikon,8965,0,Berikon,4062,AG,670598.618210893,244748.059171579,de
Bremgarten AG,5620,0,Bremgarten (AG),4063,AG,668122.240498797,244947.348065664,de
Hermetschwil-Staffeln,5626,0,Bremgarten (AG),4063,AG,668247.210753326,242552.361302342,de
Büttikon AG,5619,0,Büttikon,4064,AG,662802.221442164,242298.047759242,de
Hendschiken,5604,0,Dottikon,4065,AG,659579.396380686,249500.141388695,de
Dottikon,5605,0,Dottikon,4065,AG,660587.742192127,248401.905383598,de
Eggenwil,5445,0,Eggenwil,4066,AG,668020.274393828,246648.473386772,de
Fischbach-Göslikon,5525,0,Fischbach-Göslikon,4067,AG,665898.627268716,246841.547692712,de
Tägerig,5522,0,Hägglingen,4068,AG,663223.25632375,248958.963164498,de
Hägglingen,5607,0,Hägglingen,4068,AG,661570.419845368,248840.861027082,de
Jonen,8916,0,Jonen,4071,AG,672370.923581344,238764.759921039,de
Niederwil AG,5524,0,Niederwil (AG),4072,AG,664621.981908443,247897.409354323,de
Nesselnbach,5524,2,Niederwil (AG),4072,AG,664710.072283422,249190.664064356,de
Oberlunkhofen,8917,0,Oberlunkhofen,4073,AG,671931.6952748,240605.400243533,de
Oberwil-Lieli,8966,0,Oberwil-Lieli,4074,AG,671570.609665283,243193.513143935,de
Rudolfstetten,8964,0,Rudolfstetten-Friedlisberg,4075,AG,671042.126048975,246808.911699754,de
Sarmenstorf,5614,0,Sarmenstorf,4076,AG,661493.657823466,240592.96113487,de
Bettwil,5618,0,Sarmenstorf,4076,AG,662308.402622865,239312.88167145,de
Tägerig,5522,0,Tägerig,4077,AG,663614.048236279,250520.255059286,de
Uezwil,5619,2,Uezwil,4078,AG,663274.037493554,240853.484179205,de
Unterlunkhofen,8918,0,Unterlunkhofen,4079,AG,671227.856171741,241582.811385932,de
Dottikon,5605,0,Villmergen,4080,AG,660398.87552869,246717.148470998,de
Wohlen AG,5610,0,Villmergen,4080,AG,661980.342632027,244659.701468155,de
Anglikon,5611,0,Villmergen,4080,AG,661623.877550983,245944.000460529,de
Villmergen,5612,0,Villmergen,4080,AG,660846.706822691,244187.186956176,de
Hilfikon,5613,0,Villmergen,4080,AG,661393.207129552,242802.998362062,de
Widen,8967,0,Widen,4081,AG,669417.696897789,246721.477260765,de
Wohlen AG,5610,0,Wohlen (AG),4082,AG,663434.467596091,244821.633246501,de
Anglikon,5611,0,Wohlen (AG),4082,AG,662254.887048358,246384.206740953,de
Villmergen,5612,0,Wohlen (AG),4082,AG,662009.679120342,244964.372944975,de
Zufikon,5621,0,Zufikon,4083,AG,669692.673529191,244150.089888509,de
Islisberg,8905,2,Islisberg,4084,AG,675644.887796707,241777.361867904,de
Auenstein,5105,0,Auenstein,4091,AG,652982.223190403,251923.600974108,de
Birr,5242,1,Birr,4092,AG,657526.368072223,254289.336568019,de
Birrhard,5244,0,Birrhard,4093,AG,660878.643456281,254021.245425106,de
Schinznach Bad,5116,0,Brugg,4095,AG,655056.941827106,256151.094415135,de
Brugg AG,5200,0,Brugg,4095,AG,657898.91971403,259654.020463876,de
Windisch,5210,0,Brugg,4095,AG,657970.543580371,258865.285159276,de
Umiken,5222,0,Brugg,4095,AG,656612.934481952,259301.526017678,de
Habsburg,5245,0,Habsburg,4099,AG,656351.209695431,257006.336844649,de
Windisch,5210,0,Hausen (AG),4100,AG,658036.983882175,258195.399217251,de
Hausen AG,5212,0,Hausen (AG),4100,AG,658278.005814363,257100.044328464,de
Hausen AG,5212,0,Lupfig,4104,AG,658496.867369957,256100.765741787,de
Lupfig,5242,2,Lupfig,4104,AG,657926.131419726,254578.671067407,de
Scherz,5246,0,Lupfig,4104,AG,656231.613683858,255388.557251775,de
Mandach,5318,0,Mandach,4105,AG,656273.218552958,266498.396237772,de
Effingen,5078,0,Mönthal,4106,AG,651360.519449542,262831.590862246,de
Mönthal,5237,0,Mönthal,4106,AG,653078.700573945,263253.676081213,de
Mülligen,5243,0,Mülligen,4107,AG,660384.371465787,256646.718841578,de
Remigen,5236,0,Remigen,4110,AG,656363.496269007,263080.426322103,de
Riniken,5223,0,Riniken,4111,AG,656617.581489445,260512.505509593,de
Brugg AG,5200,0,Rüfenach,4112,AG,659713.892466703,261922.303118535,de
Rüfenach AG,5235,0,Rüfenach,4112,AG,657737.51029448,262309.270849897,de
Thalheim AG,5112,0,Thalheim (AG),4117,AG,650104.557771997,254122.29076816,de
Veltheim AG,5106,0,Veltheim (AG),4120,AG,653458.566309446,254407.505122246,de
Stilli,5233,0,Villigen,4121,AG,659720.506606517,263162.228567342,de
Villigen,5234,0,Villigen,4121,AG,658315.439023669,264331.207394563,de
Schinznach Dorf,5107,0,Villnachern,4122,AG,654198.500575614,257298.333464451,de
Villnachern,5213,0,Villnachern,4122,AG,654124.912935954,257867.095931532,de
Umiken,5222,0,Villnachern,4122,AG,656559.144459107,258986.476577046,de
Bözberg,5225,1,Villnachern,4122,AG,654943.8810572,258921.831844366,de
Windisch,5210,0,Windisch,4123,AG,658397.804653431,258614.827422944,de
Bözberg,5225,1,Bözberg,4124,AG,654467.801429519,260307.297701729,de
Remigen,5236,0,Bözberg,4124,AG,655714.435989288,261517.841931738,de
Mönthal,5237,0,Bözberg,4124,AG,653797.251421868,262177.642383782,de
Schinznach Dorf,5107,0,Schinznach,4125,AG,653091.57788998,255302.607918113,de
Oberflachs,5108,0,Schinznach,4125,AG,652192.200106175,254684.05257547,de
Beinwil am See,5712,0,Beinwil am See,4131,AG,658256.270474382,235183.771719658,de
Birrwil,5708,0,Birrwil,4132,AG,657421.101843648,237973.159952301,de
Dürrenäsch,5724,0,Dürrenäsch,4134,AG,654344.100787798,241409.261594781,de
Unterkulm,5726,0,Dürrenäsch,4134,AG,652337.949768416,241072.389180339,de
Schmiedrued,5046,1,Gontenschwil,4135,AG,651698.031375298,235212.142765468,de
Walde AG,5046,2,Gontenschwil,4135,AG,652434.171016073,233221.444614037,de
Gontenschwil,5728,0,Gontenschwil,4135,AG,653464.208040188,235892.685915539,de
Holziken,5043,0,Holziken,4136,AG,645034.644453381,241130.696330984,de
Leimbach AG,5733,0,Leimbach (AG),4137,AG,655343.966567491,236254.256166771,de
Boniswil,5706,0,Leutwil,4138,AG,655973.38401266,240656.926377974,de
Leutwil,5725,0,Leutwil,4138,AG,655606.849824315,240104.34405363,de
Burg AG,5736,0,Menziken,4139,AG,655986.501439145,231704.460908138,de
Menziken,5737,0,Menziken,4139,AG,656615.502843673,232335.171929329,de
Oberkulm,5727,0,Oberkulm,4140,AG,651840.782733479,238902.906516694,de
Reinach AG,5734,0,Reinach (AG),4141,AG,656754.138789662,234194.041751619,de
Schlossrued,5044,0,Schlossrued,4142,AG,649198.648570894,238186.162983263,de
Schmiedrued,5046,1,Schmiedrued,4143,AG,650696.49783976,235780.330827908,de
Walde AG,5046,2,Schmiedrued,4143,AG,650977.88380324,234428.407840391,de
Schöftland,5040,0,Schöftland,4144,AG,646283.53167315,239505.114353974,de
Teufenthal AG,5723,0,Teufenthal (AG),4145,AG,651382.440259898,242105.033288857,de
Dürrenäsch,5724,0,Teufenthal (AG),4145,AG,653375.256354163,242643.337447365,de
Gränichen,5722,0,Unterkulm,4146,AG,650166.136675659,242993.158375652,de
Teufenthal AG,5723,0,Unterkulm,4146,AG,650451.546967153,242887.189069827,de
Unterkulm,5726,0,Unterkulm,4146,AG,651183.643420572,240178.524651149,de
Zetzwil,5732,0,Zetzwil,4147,AG,653885.174887766,237727.856000249,de
Sisseln AG,4334,0,Eiken,4161,AG,641777.607974951,266295.937902631,de
Eiken,5074,0,Eiken,4161,AG,641444.675980328,264726.092157791,de
Frick,5070,0,Frick,4163,AG,643983.963888605,261682.143757312,de
Gansingen,5272,0,Gansingen,4164,AG,652804.283322495,266031.505716682,de
Wölflinswil,5063,0,Gipf-Oberfrick,4165,AG,642369.324670313,259012.999353413,de
Gipf-Oberfrick,5073,0,Gipf-Oberfrick,4165,AG,642555.281370982,260876.996952395,de
Laufenburg,5080,0,Kaisten,4169,AG,645895.886228884,266953.124659579,de
Kaisten,5082,0,Kaisten,4169,AG,645720.846735862,265664.920201623,de
Ittenthal,5083,0,Kaisten,4169,AG,646685.379064178,263163.129117491,de
Laufenburg,5080,0,Laufenburg,4170,AG,646876.189206523,268105.226930935,de
Rheinsulz,5084,0,Laufenburg,4170,AG,649028.639091408,267424.771869,de
Sulz AG,5085,0,Laufenburg,4170,AG,649616.39369843,265050.308899085,de
Münchwilen AG,4333,0,Münchwilen (AG),4172,AG,639507.084967631,265259.70801544,de
Oberhof,5062,0,Oberhof,4173,AG,642544.568560231,255480.576254679,de
Oeschgen,5072,0,Oeschgen,4175,AG,643710.162978467,263753.810443724,de
Schwaderloch,5326,0,Schwaderloch,4176,AG,653095.442694588,270788.663077474,de
Sisseln AG,4334,0,Sisseln,4177,AG,641153.387991442,266969.958316098,de
Wittnau,5064,0,Wittnau,4181,AG,640414.783765103,259034.606965687,de
Densbüren,5026,0,Wölflinswil,4182,AG,644328.533526141,257011.370325986,de
Wölflinswil,5063,0,Wölflinswil,4182,AG,641999.823841943,256933.606663658,de
Zeihen,5079,0,Zeihen,4183,AG,648921.483538874,258487.105191359,de
Oberhofen AG,5273,0,Mettauertal,4184,AG,652291.562271624,267320.983136867,de
Mettau,5274,0,Mettauertal,4184,AG,651743.176578793,268404.598108177,de
Etzgen,5275,0,Mettauertal,4184,AG,650175.944483334,269400.424873685,de
Wil AG,5276,0,Mettauertal,4184,AG,653766.572879167,268003.947363003,de
Hottwil,5277,0,Mettauertal,4184,AG,654397.479009319,266596.954924846,de
Hornussen,5075,0,Böztal,4185,AG,647042.458386977,261075.928009435,de
Bözen,5076,0,Böztal,4185,AG,648726.066452557,260724.793920419,de
Elfingen,5077,0,Böztal,4185,AG,649739.549736717,261992.887605379,de
Effingen,5078,0,Böztal,4185,AG,650134.992568963,259996.826563329,de
Herznach,5027,0,Herznach-Ueken,4186,AG,645901.875026517,258034.481286224,de
Ueken,5028,0,Herznach-Ueken,4186,AG,645587.000900607,259679.258439785,de
Ammerswil AG,5600,3,Ammerswil,4191,AG,658199.764599807,247005.990743047,de
Boniswil,5706,0,Boniswil,4192,AG,656388.653697355,240747.663872496,de
Birrwil,5708,0,Boniswil,4192,AG,657224.675391481,239009.360579341,de
Brunegg,5505,0,Brunegg,4193,AG,658730.562790583,252306.377070976,de
Dintikon,5606,0,Dintikon,4194,AG,659541.772984049,245967.051439756,de
Seon,5703,0,Egliswil,4195,AG,655387.908024443,245114.31148589,de
Egliswil,5704,0,Egliswil,4195,AG,656442.747624386,244589.103134783,de
Fahrwangen,5615,0,Fahrwangen,4196,AG,660785.094266891,238528.504608265,de
Hallwil,5705,0,Hallwil,4197,AG,655731.207585659,242241.611609865,de
Hendschiken,5604,0,Hendschiken,4198,AG,658771.765508232,248635.494980609,de
Holderbank AG,5113,0,Holderbank (AG),4199,AG,655227.745028607,253605.802343103,de
Hunzenschwil,5502,0,Hunzenschwil,4200,AG,651680.478804695,248355.050810047,de
Lenzburg,5600,0,Lenzburg,4201,AG,655924.160204862,248846.248413305,de
Fahrwangen,5615,0,Meisterschwanden,4202,AG,660219.409901136,238696.829516888,de
Meisterschwanden,5616,0,Meisterschwanden,4202,AG,660192.861733289,238554.778787003,de
Tennwil,5617,0,Meisterschwanden,4202,AG,659153.080079602,239835.748816983,de
Wildegg,5103,0,Möriken-Wildegg,4203,AG,654826.665803216,251927.709317903,de
Möriken AG,5103,2,Möriken-Wildegg,4203,AG,656775.043605013,252012.166014175,de
Wildegg,5103,0,Niederlenz,4204,AG,654880.527232186,251469.890962971,de
Niederlenz,5702,0,Niederlenz,4204,AG,655233.556162245,250466.075905268,de
Othmarsingen,5504,0,Othmarsingen,4205,AG,658237.677049369,250429.716260184,de
Hendschiken,5604,0,Othmarsingen,4205,AG,659409.566109109,249502.509771636,de
Rupperswil,5102,0,Rupperswil,4206,AG,652532.840164324,250448.871266288,de
Wildegg,5103,0,Rupperswil,4206,AG,653890.712251279,251469.457676919,de
Schafisheim,5503,0,Schafisheim,4207,AG,653138.122970808,247721.450525681,de
Seengen,5707,0,Seengen,4208,AG,657784.51499867,242006.39215952,de
Seon,5703,0,Seon,4209,AG,654263.971789068,244173.889535782,de
Staufen,5603,0,Staufen,4210,AG,654691.341532971,248020.185904895,de
Abtwil AG,5646,0,Abtwil,4221,AG,669470.514732359,225299.131368942,de
Aristau,5628,0,Aristau,4222,AG,669772.088901324,237748.328747554,de
Muri AG,5630,0,Aristau,4222,AG,668168.476580279,238654.43562065,de
Beinwil (Freiamt),5637,0,Auw,4223,AG,668858.518230019,229640.821100439,de
Mühlau,5642,0,Auw,4223,AG,671069.532103814,230846.433354843,de
Meienberg,5643,3,Auw,4223,AG,670551.190702232,228540.461650663,de
Auw,5644,0,Auw,4223,AG,670333.913622534,229210.665441996,de
Kleinwangen,6277,0,Auw,4223,AG,667527.434751748,228571.745436297,de
Beinwil (Freiamt),5637,0,Beinwil (Freiamt),4224,AG,668746.428795064,231431.9579261,de
Besenbüren,5627,0,Besenbüren,4226,AG,668460.955070365,240517.072256966,de
Bettwil,5618,0,Bettwil,4227,AG,662624.31490707,238081.829983027,de
Buttwil,5632,0,Bettwil,4227,AG,664564.018074922,236637.450835902,de
Boswil,5623,0,Boswil,4228,AG,665807.279634983,239579.165919601,de
Muri AG,5630,0,Boswil,4228,AG,666567.568448721,237282.031428221,de
Buttwil,5632,0,Boswil,4228,AG,665330.04735008,237172.067141441,de
Bünzen,5624,0,Bünzen,4229,AG,667145.811125618,240227.470610585,de
Waldhäusern AG,5624,2,Bünzen,4229,AG,666258.257908465,242148.305228553,de
Buttwil,5632,0,Buttwil,4230,AG,666226.488571837,235772.473689821,de
Inwil,6034,0,Dietwil,4231,AG,671399.804656122,221740.5343297,de
Dietwil,6042,0,Dietwil,4231,AG,672381.693573213,222292.217209111,de
Geltwil,5637,2,Geltwil,4232,AG,667174.012598114,233500.726003787,de
Kallern,5625,0,Kallern,4233,AG,664622.676636049,240606.470473166,de
Merenschwand,5634,0,Merenschwand,4234,AG,670927.050170416,234793.629734134,de
Benzenschwil,5636,0,Merenschwand,4234,AG,670035.245332704,233254.876458873,de
Mühlau,5642,0,Mühlau,4235,AG,672073.234579155,231440.655791674,de
Muri AG,5630,0,Muri (AG),4236,AG,668105.38651857,236104.682243579,de
Oberrüti,5647,0,Oberrüti,4237,AG,672594.37352282,224298.301448007,de
Rottenschwil,8919,0,Rottenschwil,4238,AG,670112.976381774,240808.70649333,de
Sins,5643,0,Sins,4239,AG,668799.652790726,226651.962033995,de
Sins,5643,0,Sins,4239,AG,672505.95145825,227517.948248639,de
Alikon,5643,2,Sins,4239,AG,669795.109065562,228040.614776734,de
Meienberg,5643,3,Sins,4239,AG,671046.434817353,227854.47284574,de
Aettenschwil,5645,0,Sins,4239,AG,670591.393173841,226563.033447394,de
Fenkrieden,5645,2,Sins,4239,AG,670602.035014981,223778.096217217,de
Inwil,6034,0,Sins,4239,AG,670924.29647947,221949.610729269,de
Ballwil,6275,0,Sins,4239,AG,670195.311793216,222362.608479809,de
Waltenschwil,5622,0,Waltenschwil,4240,AG,665261.471720389,242917.002305425,de
Hellikon,4316,0,Hellikon,4251,AG,636501.853560552,261993.645563441,de
Hemmiken,4465,0,Hellikon,4251,AG,635142.583855261,260468.210027362,de
Kaiseraugst,4303,0,Kaiseraugst,4252,AG,621556.094852856,265469.761616898,de
Olsberg,4305,0,Magden,4253,AG,626862.502780767,263792.214114883,de
Magden,4312,0,Magden,4253,AG,628032.108769522,264531.540234026,de
Möhlin,4313,0,Möhlin,4254,AG,630463.180666652,267967.879003447,de
Mumpf,4322,0,Mumpf,4255,AG,636447.755146274,266226.362202459,de
Obermumpf,4324,0,Obermumpf,4256,AG,637269.956005376,264514.350280155,de
Olsberg,4305,0,Olsberg,4257,AG,625964.756587928,263402.213405383,de
Kaiseraugst,4303,0,Rheinfelden,4258,AG,624377.387659629,265753.597712437,de
Rheinfelden,4310,0,Rheinfelden,4258,AG,626653.709190412,267107.786321551,de
Möhlin,4313,0,Rheinfelden,4258,AG,629071.332745783,269410.928080687,de
Schupfart,4325,0,Schupfart,4259,AG,639772.848319076,262641.915973749,de
Stein AG,4332,0,Stein (AG),4260,AG,638600.888140449,265979.99357156,de
Wallbach,4323,0,Wallbach,4261,AG,634752.92865055,268089.586638178,de
Wegenstetten,4317,0,Wegenstetten,4262,AG,637425.703838076,261001.140601569,de
Zeiningen,4314,0,Zeiningen,4263,AG,632473.358609547,265799.156930403,de
Zuzgen,4315,0,Zeiningen,4263,AG,633850.679333483,264597.523049394,de
Wallbach,4323,0,Zeiningen,4263,AG,634357.734345792,267206.443920115,de
Zuzgen,4315,0,Zuzgen,4264,AG,634524.323348052,263867.399505858,de
Olten,4600,0,Aarburg,4271,AG,635515.149158706,243492.148895025,de
Aarburg,4663,0,Aarburg,4271,AG,634825.158723315,241201.101930918,de
Oftringen,4665,0,Aarburg,4271,AG,635836.762706012,240315.302236674,de
Uerkheim,4813,0,Bottenwil,4273,AG,642708.985619767,238516.523980778,de
Bottenwil,4814,0,Bottenwil,4273,AG,642847.605432506,237249.171983659,de
Vordemwald,4803,0,Brittnau,4274,AG,634833.02707035,234464.528345544,de
Brittnau,4805,0,Brittnau,4274,AG,638578.290008303,234347.795607241,de
Pfaffnau,6264,0,Brittnau,4274,AG,635725.104297756,232737.678368315,de
Kirchleerau,5054,1,Kirchleerau,4275,AG,647639.012258415,236356.631624313,de
Uerkheim,4813,0,Kölliken,4276,AG,643874.881323158,240430.249684421,de
Kölliken,5742,0,Kölliken,4276,AG,644646.572521027,243183.746717361,de
Moosleerau,5054,2,Moosleerau,4277,AG,647367.795738284,235544.333474241,de
Murgenthal,4853,0,Murgenthal,4279,AG,629790.435656316,235020.587732193,de
Riken AG,4853,2,Murgenthal,4279,AG,631093.708879713,236228.514763459,de
Glashütten,4856,0,Murgenthal,4279,AG,630795.169942315,234274.420063897,de
Roggwil BE,4914,0,Murgenthal,4279,AG,629998.031076262,232078.362077247,de
St. Urban,4915,0,Murgenthal,4279,AG,631666.22791895,231609.488101557,de
Starrkirch-Wil,4656,0,Oftringen,4280,AG,636610.751465236,242544.070426342,de
Oftringen,4665,0,Oftringen,4280,AG,637192.259560617,240055.377981568,de
Zofingen,4800,0,Oftringen,4280,AG,639242.715294753,238790.324366755,de
Attelwil,5056,0,Reitnau,4281,AG,645869.365740045,234768.497649636,de
Reitnau,5057,0,Reitnau,4281,AG,646197.048096142,233524.765976136,de
Strengelbach,4802,0,Rothrist,4282,AG,636414.861424227,238883.038992534,de
Rothrist,4852,0,Rothrist,4282,AG,633234.126641492,239572.422637728,de
Safenwil,5745,0,Safenwil,4283,AG,641092.880839775,240886.288243828,de
Staffelbach,5053,0,Staffelbach,4284,AG,645672.21619064,237156.56109759,de
Wittwil,5053,2,Staffelbach,4284,AG,645459.298978212,237913.679379029,de
